SourceFile,TargetFile
Jolt/Compute/ComputeSystem.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseLayerInterfaceTable.h,Jolt/Physics/Collision/BroadPhase/BroadPhaseLayer.h
Jolt/Physics/Constraints/PointConstraint.cpp,Jolt/Physics/Constraints/PointConstraint.h
Jolt/ObjectStream/ObjectStreamIn.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ContactConstraintManager.cpp,Jolt/Physics/PhysicsSettings.h
Jolt/Physics/SoftBody/SoftBodySharedSettings.cpp,Jolt/Jolt.h
Jolt/Core/FixedSizeFreeList.h,FixedSizeFreeList.inl
Jolt/Physics/PhysicsUpdateContext.h,Jolt/Physics/Collision/ContactListener.h
Jolt/Physics/Character/CharacterBase.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Collision/PhysicsMaterial.h,Jolt/Core/Result.h
Jolt/TriangleSplitter/TriangleSplitterMean.cpp,Jolt/TriangleSplitter/TriangleSplitterMean.h
Jolt/Geometry/EPAPenetrationDepth.h,Jolt/Core/StaticArray.h
Jolt/Physics/Body/BodyInterface.h,Jolt/Physics/Body/MotionType.h
Jolt/Physics/Collision/NarrowPhaseQuery.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/Vehicle/VehicleTransmission.h,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseQuery.h,Jolt/Physics/Collision/CollisionCollector.h
Jolt/Shaders/HairWrapper.cpp,HairGridAccumulateBindings.h
Jolt/Physics/Collision/CastSphereVsTriangles.cpp,Jolt/Physics/Collision/NarrowPhaseStats.h
Jolt/Physics/Collision/CollisionDispatch.cpp,Jolt/Jolt.h
Jolt/Compute/VK/ComputeBufferVK.h,Jolt/Compute/VK/BufferVK.h
Jolt/Physics/Constraints/ConstraintPart/RotationEulerConstraintPart.h,Jolt/Physics/StateRecorder.h
Jolt/Physics/Constraints/ConeConstraint.h,Jolt/Physics/Constraints/ConstraintPart/AngleConstraintPart.h
Jolt/Math/DMat44.h,Jolt/Math/MathTypes.h
Jolt/Physics/Body/Body.h,Jolt/Geometry/AABox.h
Jolt/ObjectStream/ObjectStreamBinaryIn.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Compute/VK/ComputeSystemVK.h,Jolt/Compute/ComputeSystem.h
Jolt/Compute/VK/IncludeVK.h,Jolt/Core/StringTools.h
Jolt/Physics/Constraints/ConeConstraint.cpp,Jolt/Physics/Constraints/ConeConstraint.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/Shape/ScaleHelpers.h
Jolt/Core/StreamUtils.h,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/Shape/CompoundShape.cpp,Jolt/Physics/Collision/Shape/CompoundShape.h
Jolt/Physics/PhysicsSystem.h,Jolt/Physics/PhysicsUpdateContext.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseQuery.h,Jolt/Physics/Collision/BroadPhase/BroadPhaseLayer.h
Jolt/Physics/Constraints/TwoBodyConstraint.h,Jolt/Physics/Constraints/Constraint.h
Jolt/Physics/Body/MotionProperties.h,Jolt/Physics/Body/MotionType.h
Jolt/ObjectStream/ObjectStreamIn.cpp,Jolt/ObjectStream/ObjectStreamTextIn.h
Jolt/Physics/Vehicle/VehicleEngine.h,Jolt/Core/StreamOut.h
Jolt/Physics/Hair/HairSettings.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Collision/CollideShape.h,Jolt/Physics/Collision/CollectFacesMode.h
Jolt/Core/Core.h,float.h
Jolt/Physics/Constraints/ContactConstraintManager.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Constraints/Constraint.h,Jolt/Core/Result.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/IslandBuilder.h,Jolt/Core/Atomics.h
Jolt/Physics/Constraints/SwingTwistConstraint.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Collision/NarrowPhaseQuery.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ConstraintPart/AxisConstraintPart.h,Jolt/Physics/Constraints/SpringSettings.h
Jolt/Physics/Hair/HairShaders.cpp,Jolt/Jolt.h
Jolt/Physics/DeterminismLog.h,fstream
Jolt/Compute/ComputeShader.h,Jolt/Core/Reference.h
Jolt/ObjectStream/ObjectStreamOut.cpp,Jolt/ObjectStream/ObjectStreamTypes.h
Jolt/Physics/Collision/Shape/CompoundShape.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/Constraints/PulleyConstraint.h,Jolt/Physics/Constraints/ConstraintPart/IndependentAxisConstraintPart.h
Jolt/Physics/Hair/Hair.cpp,Jolt/Jolt.h
Jolt/Shaders/HairGridNormalizeBindings.h,HairStructs.h
Jolt/Shaders/TestComputeWrapper.cpp,Jolt/Jolt.h
